sp,status,year,mean,sd,se,iv
Pinus sylvestris,Sanos,2023,0.7571710730265444,0.09058543880435949,0.005533386362750344,ndvi
Pinus pinaster,Decaimiento,1985,0.2107677488655456,0.030134518119476407,0.003348279791052934,evi
Pinus pinaster,Decaimiento,1986,0.2275299369417286,0.026820165519062106,0.0029800183910069005,evi
Pinus pinaster,Decaimiento,1987,0.20584136659267593,0.029314632982601816,0.0017010075316043038,evi
Pinus pinaster,Decaimiento,1988,0.22704574731948346,0.028673964140255994,0.0014126648194213633,evi
Pinus pinaster,Decaimiento,1989,0.23310360934800733,0.026875147502707804,0.0016355693915012998,evi
Pinus pinaster,Decaimiento,1990,0.22126955554136082,0.03396770991337967,0.0015408066114566293,evi
Pinus pinaster,Decaimiento,1991,0.22039853231417408,0.033559627560922484,0.0020423738929543694,evi
Pinus pinaster,Decaimiento,1992,0.21760898543827475,0.03005246172048773,0.0020400940335486123,evi
Pinus pinaster,Decaimiento,1993,0.20558562155720816,0.02893994786342042,0.001969114040225785,evi
Pinus pinaster,Decaimiento,1994,0.22577172920943978,0.04325742972796381,0.002632563337966704,evi
Pinus pinaster,Decaimiento,1995,0.2152595348377643,0.0282255823064482,0.0015680879059137888,evi
Pinus pinaster,Decaimiento,1996,0.22491732545310247,0.02760732707226963,0.0013191291129416444,evi
Pinus pinaster,Decaimiento,1997,0.21934431829209597,0.019159523154813323,9.218129875813617e-4,evi
Pinus pinaster,Decaimiento,1998,0.24562273105806665,0.038151720890804465,0.0016022216756542262,evi
Pinus pinaster,Decaimiento,1999,0.24194364027045884,0.03245660997899674,0.0013206407305872195,evi
Pinus pinaster,Decaimiento,2000,0.22891440238040137,0.03703671086117191,0.0011916366389594648,evi
Pinus pinaster,Decaimiento,2001,0.2278580252565351,0.0334262335610842,0.001214095475374461,evi
Pinus pinaster,Decaimiento,2002,0.2158087932034057,0.04181737677186873,0.0016427417048234,evi
Pinus pinaster,Decaimiento,2003,0.21518844427474978,0.03869191150853981,0.001897027036540863,evi
Pinus pinaster,Decaimiento,2004,0.2291533405879722,0.05046933574723067,0.0022503164569886228,evi
Pinus pinaster,Decaimiento,2005,0.21421879253127715,0.04600439342259075,0.0019706117031863184,evi
Pinus pinaster,Decaimiento,2006,0.2294065381731838,0.047267283753321364,0.0021619552369276924,evi
Pinus pinaster,Decaimiento,2007,0.22620690222925077,0.03397961095645635,0.0015226627759360055,evi
Pinus pinaster,Decaimiento,2008,0.23001129882534574,0.03329854318639935,0.0017037016815537466,evi
Pinus pinaster,Decaimiento,2009,0.22540512033614316,0.03690321000271718,0.0012918707500877025,evi
Pinus pinaster,Decaimiento,2010,0.2421526841617238,0.03748050815976037,0.001444767415696705,evi
Pinus pinaster,Decaimiento,2011,0.25274249516381314,0.03679632904957382,0.0013684702019669708,evi
Pinus pinaster,Decaimiento,2012,0.22763246097365594,0.0422105924343706,0.0025003397058045856,evi
Pinus pinaster,Decaimiento,2013,0.24999657615313678,0.043366782900601406,0.0015618165365485278,evi
Pinus pinaster,Decaimiento,2014,0.23817831492523928,0.036588964610194605,0.0013202905354415967,evi
Pinus pinaster,Decaimiento,2015,0.2559174199048127,0.04198974961333339,0.0014402365298349768,evi
Pinus pinaster,Decaimiento,2016,0.241742576969963,0.036446113177686285,0.0013211705705270227,evi
Pinus pinaster,Decaimiento,2017,0.2463494665003404,0.03663204034606212,0.0010492023533492498,evi
Pinus pinaster,Decaimiento,2018,0.26043520956930793,0.03892481589580596,0.0015071748905512686,evi
Pinus pinaster,Decaimiento,2019,0.2637793654730521,0.039240555233484783,0.0013908446039554428,evi
Pinus pinaster,Decaimiento,2020,0.2602241489348189,0.029901229153374266,0.0010658637082561896,evi
Pinus pinaster,Decaimiento,2021,0.27371192451247595,0.0431525002125302,0.0017735568336585451,evi
Pinus pinaster,Decaimiento,2022,0.25786525717720954,0.040943542011807346,0.0014539478077228683,evi
Pinus pinaster,Decaimiento,2023,0.2683611644447309,0.05162880790377705,0.0016821574603486738,evi
Pinus pinaster,Sanos,1985,0.22239056912200947,0.03692111980475051,0.009532992141808505,evi
Pinus pinaster,Sanos,1986,0.23559985254511195,0.03251907415531598,0.008396388842508186,evi
Pinus pinaster,Sanos,1987,0.2177137076893032,0.03576428616722843,0.004822455363008288,evi
Pinus pinaster,Sanos,1988,0.23472211049199176,0.026993978035657226,0.0031169960970771084,evi
Pinus pinaster,Sanos,1989,0.23878140087399777,0.024269692412536712,0.0034322528164432817,evi
Pinus pinaster,Sanos,1990,0.22962725767948652,0.03204115291311872,0.003377434068773144,evi
Pinus pinaster,Sanos,1991,0.22950950165790668,0.03810908089016372,0.005389437904444287,evi
Pinus pinaster,Sanos,1992,0.21358553750491327,0.035770218059373596,0.005655768073425432,evi
Pinus pinaster,Sanos,1993,0.20197993317729737,0.02675419060415979,0.004230208963171063,evi
Pinus pinaster,Sanos,1994,0.23273166721063981,0.04207513132749102,0.0059503221361966886,evi
Pinus pinaster,Sanos,1995,0.21312960201585357,0.034174431936327965,0.004411900191849903,evi
Pinus pinaster,Sanos,1996,0.23641284096608484,0.03265483071136579,0.003650921063218086,evi
Pinus pinaster,Sanos,1997,0.2253720871509575,0.022979734978988687,0.00256921247589742,evi
Pinus pinaster,Sanos,1998,0.2559725581094083,0.04193723598783107,0.004092655165978419,evi
Pinus pinaster,Sanos,1999,0.25384432864762047,0.03902667752614214,0.003721047700372825,evi
Pinus pinaster,Sanos,2000,0.24115267618889794,0.040547339107513757,0.003022220218371214,evi
Pinus pinaster,Sanos,2001,0.23283784198478943,0.03289738858171262,0.002760687523441559,evi
Pinus pinaster,Sanos,2002,0.21651645778768083,0.033586700376081045,0.0030660322380244723,evi
Pinus pinaster,Sanos,2003,0.22143755387877845,0.04292356843557361,0.0049236709764952,evi
Pinus pinaster,Sanos,2004,0.23916474057286183,0.05216901483494707,0.005352427987026496,evi
Pinus pinaster,Sanos,2005,0.22070671182181528,0.049764408269625575,0.004927410657585785,evi
Pinus pinaster,Sanos,2006,0.24008513251261443,0.050834743310032494,0.005161486167539339,evi
Pinus pinaster,Sanos,2007,0.23514464175065264,0.03386255348295941,0.0034742246819842097,evi
Pinus pinaster,Sanos,2008,0.23572314769343855,0.033906541485754546,0.004081867921950586,evi
Pinus pinaster,Sanos,2009,0.23081361267205228,0.03666126087422334,0.002954248590257436,evi
Pinus pinaster,Sanos,2010,0.25262592589537586,0.03867489483241977,0.00348719782943493,evi
Pinus pinaster,Sanos,2011,0.26440019570046414,0.03402708309515842,0.0029285850255014335,evi
Pinus pinaster,Sanos,2012,0.23898893981359937,0.045697641170426184,0.006106604165838218,evi
Pinus pinaster,Sanos,2013,0.26351993282804426,0.0437665034368277,0.0037122263705917655,evi
Pinus pinaster,Sanos,2014,0.2555794109749296,0.03356242740228198,0.002816496341518101,evi
Pinus pinaster,Sanos,2015,0.27112688783791644,0.037695011315988874,0.003018016284845583,evi
Pinus pinaster,Sanos,2016,0.25214577496539176,0.032636885501276296,0.002778236192658696,evi
Pinus pinaster,Sanos,2017,0.2539083721673562,0.03342138244302967,0.0022532691446422014,evi
Pinus pinaster,Sanos,2018,0.26970273801102396,0.03278202057009289,0.002980183688190263,evi
Pinus pinaster,Sanos,2019,0.2654526212353021,0.03570460602964871,0.002915268874657964,evi
Pinus pinaster,Sanos,2020,0.2688641583625827,0.028464311382195174,0.0024230430957644226,evi
Pinus pinaster,Sanos,2021,0.2837420585654132,0.044224102193295874,0.004216602698428156,evi
Pinus pinaster,Sanos,2022,0.2636721425217802,0.036470343705000074,0.003082306615369218,evi
Pinus pinaster,Sanos,2023,0.2793784887285082,0.04539056069533905,0.0034509804255204333,evi
Pinus sylvestris,Decaimiento,1985,0.2850906098044877,0.021695746758354003,0.004851316457430025,evi
Pinus sylvestris,Decaimiento,1986,0.26027071190519496,0.06498126740664653,0.020548881024946595,evi
Pinus sylvestris,Decaimiento,1987,0.28444307362948246,0.05059568739118633,0.0042914701934752735,evi
Pinus sylvestris,Decaimiento,1988,0.31261611206531387,0.03903259302503223,0.004114396564716784,evi
Pinus sylvestris,Decaimiento,1989,0.31558280565877456,0.037029903453031976,0.0041400690660616845,evi
Pinus sylvestris,Decaimiento,1990,0.2892577468706693,0.024373250356651388,0.002437325035665139,evi
Pinus sylvestris,Decaimiento,1991,0.30383656098667355,0.02907758508943397,0.0045975698869981105,evi
Pinus sylvestris,Decaimiento,1992,0.2679757124483323,0.03916826483817762,0.005056601247270115,evi
Pinus sylvestris,Decaimiento,1993,0.26929469769778186,0.06806661739199603,0.00648989732597616,evi
Pinus sylvestris,Decaimiento,1994,0.3124923837594371,0.05556419943028287,0.00717330730129444,evi
Pinus sylvestris,Decaimiento,1995,0.2502978451585132,0.040053563457929466,0.004222016297771563,evi
Pinus sylvestris,Decaimiento,1996,0.2872586236214598,0.039092944667894154,0.0026976694728590082,evi
Pinus sylvestris,Decaimiento,1997,0.2757945798405547,0.03397612800633299,0.002290670082890321,evi
Pinus sylvestris,Decaimiento,1998,0.2936411443558403,0.03853096962453765,0.0023026658620320948,evi
Pinus sylvestris,Decaimiento,1999,0.3134393872274203,0.04434264633794182,0.0035848904817792604,evi
Pinus sylvestris,Decaimiento,2000,0.3131469445253156,0.05223917516296542,0.0034748982424185663,evi
Pinus sylvestris,Decaimiento,2001,0.3323636198717512,0.03489490815496783,0.0026763172843904917,evi
Pinus sylvestris,Decaimiento,2002,0.31675980490903516,0.025926953073096896,0.002191227470187443,evi
Pinus sylvestris,Decaimiento,2003,0.3108850951723637,0.04634678260957478,0.00378419895377184,evi
Pinus sylvestris,Decaimiento,2004,0.3047257118039582,0.06584330621921172,0.004776775489075893,evi
Pinus sylvestris,Decaimiento,2005,0.3079510143854497,0.04464092854335887,0.0037863941401111625,evi
Pinus sylvestris,Decaimiento,2006,0.3089909897031181,0.054648510895273984,0.004403702502920297,evi
Pinus sylvestris,Decaimiento,2007,0.28579002690723687,0.052598347070811693,0.003629630779190295,evi
Pinus sylvestris,Decaimiento,2008,0.3144558111892424,0.04889698322035888,0.004520527697859134,evi
Pinus sylvestris,Decaimiento,2009,0.3114197224159593,0.036240068260795996,0.0020751002721552674,evi
Pinus sylvestris,Decaimiento,2010,0.3136887491079724,0.03880925751391347,0.0028926712652468335,evi
Pinus sylvestris,Decaimiento,2011,0.3094161391845531,0.037533954218090144,0.002035564468068694,evi
Pinus sylvestris,Decaimiento,2012,0.2953568446549813,0.03278846543105316,0.003535671156515536,evi
Pinus sylvestris,Decaimiento,2013,0.34275183852168273,0.035090159995281964,0.0020641270585459977,evi
Pinus sylvestris,Decaimiento,2014,0.3009604300057512,0.029640903917289695,0.0016647990235313052,evi
Pinus sylvestris,Decaimiento,2015,0.3209354553961155,0.03533768400518907,0.0017581154900525905,evi
Pinus sylvestris,Decaimiento,2016,0.3356717141507585,0.03705356664118882,0.001986279662823305,evi
Pinus sylvestris,Decaimiento,2017,0.29298317282460995,0.034478092127584396,0.0015047473046887292,evi
Pinus sylvestris,Decaimiento,2018,0.3130061879362371,0.04728959120584527,0.002502830574833065,evi
Pinus sylvestris,Decaimiento,2019,0.3239560523118102,0.040825638881967205,0.0020620061499794424,evi
Pinus sylvestris,Decaimiento,2020,0.3613968490271762,0.03767157794774075,0.0026505629750146202,evi
Pinus sylvestris,Decaimiento,2021,0.3382326582879856,0.05098598665381113,0.003020149197582508,evi
Pinus sylvestris,Decaimiento,2022,0.31674025717748916,0.03772143453915657,0.0021119948700985265,evi
Pinus sylvestris,Decaimiento,2023,0.3472281499816856,0.05088862750713089,0.002678348816164784,evi
Pinus sylvestris,Sanos,1985,0.2509967749855566,0.01784864608414097,0.004462161521035243,evi
Pinus sylvestris,Sanos,1986,0.127843173835694,0.03105370062014919,0.010979141144722194,evi
Pinus sylvestris,Sanos,1987,0.2752280216512514,0.0838375086496751,0.007653282442076922,evi
Pinus sylvestris,Sanos,1988,0.2638612990870146,0.11894025671136191,0.014017243679445464,evi
Pinus sylvestris,Sanos,1989,0.2729548934703919,0.10642674514797529,0.013303343143496911,evi
Pinus sylvestris,Sanos,1990,0.2522116069858596,0.09459831677254074,0.01020079883796041,evi
Pinus sylvestris,Sanos,1991,0.23336499272402325,0.11677769169670281,0.020643574422512634,evi
Pinus sylvestris,Sanos,1992,0.20467901718197284,0.08036136673840773,0.011599164179716485,evi
Pinus sylvestris,Sanos,1993,0.2522417102312297,0.08883858558141353,0.009932455819248665,evi
Pinus sylvestris,Sanos,1994,0.26642952304541345,0.08968000212992856,0.012944193342660117,evi
Pinus sylvestris,Sanos,1995,0.22278978855489837,0.040481824369579374,0.004770828754422069,evi
Pinus sylvestris,Sanos,1996,0.28103450425308163,0.07445702990909811,0.005999918453387583,evi
Pinus sylvestris,Sanos,1997,0.2891670447947744,0.07235535257899435,0.005485245123259738,evi
Pinus sylvestris,Sanos,1998,0.2736833533323066,0.09069471531025311,0.006087030735638845,evi
Pinus sylvestris,Sanos,1999,0.2956629444597942,0.07917056471544512,0.007839054012907378,evi
Pinus sylvestris,Sanos,2000,0.30477935365591946,0.08793243711988198,0.007085797711391867,evi
Pinus sylvestris,Sanos,2001,0.3280561831556209,0.09097347568216525,0.007800911182493887,evi
Pinus sylvestris,Sanos,2002,0.3145723252385692,0.09468453608704523,0.008946847696065801,evi
Pinus sylvestris,Sanos,2003,0.33002085173012896,0.06006641553610591,0.005483288456267329,evi
Pinus sylvestris,Sanos,2004,0.2836476421931057,0.09963903634413773,0.008806929783729081,evi
Pinus sylvestris,Sanos,2005,0.28722893213677825,0.07267304883762399,0.0062316625268224795,evi
Pinus sylvestris,Sanos,2006,0.28484749343073346,0.08763849833391281,0.007303208194492734,evi
Pinus sylvestris,Sanos,2007,0.28237027045192675,0.06246991341210381,0.00453204385269102,evi
Pinus sylvestris,Sanos,2008,0.3620350864435289,0.08565073077842567,0.009576042817154663,evi
Pinus sylvestris,Sanos,2009,0.31160026489867154,0.07541678787971301,0.004606813535200936,evi
Pinus sylvestris,Sanos,2010,0.3227065975449108,0.06950684050578147,0.004686150230925237,evi
Pinus sylvestris,Sanos,2011,0.29824368475418117,0.07681484792482607,0.004526358321954826,evi
Pinus sylvestris,Sanos,2012,0.2941781862453909,0.06897597962371976,0.008904760679033626,evi
Pinus sylvestris,Sanos,2013,0.3439428031583636,0.07271409058735671,0.004994024245047689,evi
Pinus sylvestris,Sanos,2014,0.3162570755598684,0.06733315013548118,0.003887481235610554,evi
Pinus sylvestris,Sanos,2015,0.3220696180041631,0.10751077745402861,0.00688267225218688,evi
Pinus sylvestris,Sanos,2016,0.352452836000731,0.08910087812632615,0.005953302835882374,evi
Pinus sylvestris,Sanos,2017,0.2777357801562444,0.07480633399031174,0.0037310008277660857,evi
Pinus sylvestris,Sanos,2018,0.3267966429819818,0.06893975314136254,0.004545752706214033,evi
Pinus sylvestris,Sanos,2019,0.29825097223791375,0.08897484202999938,0.005261192702350906,evi
Pinus sylvestris,Sanos,2020,0.3474076341799069,0.10093597478569008,0.007608335368475166,evi
Pinus sylvestris,Sanos,2021,0.3074713025898689,0.0815549353422415,0.00568220159313579,evi
Pinus sylvestris,Sanos,2022,0.2902249546139777,0.08987900315709195,0.0055527433590178265,evi
Pinus sylvestris,Sanos,2023,0.33131327399221044,0.08283086848071641,0.00505970058891966,evi
